YEAR;BOX;BOX_OR;RING;BROOD_SIZE;OH;SEX;MASS_14;R_TARS_14;BRIGHTNESS;UV_CHROMA;H_THETA;H_PHI;R_ACHIEVED
2011;OJ200B;OJ169;1ER03208;13;56;NA;NA;NA;9345.468;0.189;0.612;-0.595;0.231
2011;OJ200B;OJ169;1ER03202;13;56;NA;NA;NA;10867.873;0.194;0.587;-0.527;0.257
2011;OJ200B;OJ169;1ER03206;13;56;NA;NA;NA;14812.578;0.201;0.509;-0.472;0.271
2011;OJ200B;OJ169;1ER03203;13;56;NA;NA;NA;16501.077;0.211;0.517;-0.44;0.215
2011;OJ207;OJ207;1ER03174;11;55;F;9.9;16.5;21581.541;0.216;0.544;-0.423;0.221
2011;OJ207;OJ207;1ER03171;11;55;F;10.7;17.2;12120.355;0.206;0.573;-0.479;0.23
2011;OJ207;OJ207;1ER03165;11;55;M;11.5;16.9;13694.693;0.203;0.464;-0.485;0.26
2011;OJ207;OJ207;1ER03169;11;55;F;10.9;15.4;12279.744;0.211;0.646;-0.489;0.203
2011;OJ207;OJ186;1ER03172;11;55;NA;10.9;16.8;12536.361;0.203;0.486;-0.474;0.258
2011;OJ207;OJ186;1ER03170;11;55;NA;10.6;NA;14230.05;0.221;0.47;-0.383;0.205
2011;OJ207;OJ186;1ER03173;11;55;NA;10.4;16.5;12875.233;0.192;0.479;-0.532;0.268
2011;RE10C;RE10C;1ER03556;12;56;NA;NA;NA;16123.092;0.21;0.498;-0.387;0.309
2011;RE10C;RE10C;1ER03551;12;56;NA;NA;NA;11221.651;0.197;0.602;-0.449;0.315
2011;RE10C;RE10C;1ER03555;12;56;NA;NA;NA;12671.708;0.192;0.502;-0.48;0.327
2011;RE10C;RE10C;1ER03553;12;56;NA;NA;NA;14390.538;0.211;0.485;-0.388;0.3
2011;RE10C;RE10C;1ER03549;12;56;NA;NA;NA;11446.833;0.196;0.587;-0.538;0.259
2011;RE10C;RE10C;1ER03552;12;56;NA;NA;NA;11154.708;0.19;0.598;-0.496;0.315
2011;RE10C;TU192;1ER03550;12;56;NA;NA;NA;14817.349;0.205;0.524;-0.468;0.261
2011;RE10C;TU192;1ER03557;12;56;NA;NA;NA;11566.477;0.181;0.622;-0.579;0.291
2011;RE10C;TU192;1ER03554;12;56;NA;NA;NA;15355.259;0.196;0.545;-0.531;0.249
2011;RE10C;TU192;1ER03558;12;56;NA;NA;NA;15175.227;0.212;0.502;-0.415;0.255
2011;RE47C;RE47C;1ER03406;10;48;F;11;16.9;10002.339;0.194;0.719;-0.565;0.229
2011;RE47C;BS23B;1ER03408;10;48;F;10.2;16;10235.568;0.187;0.676;-0.662;0.237
2011;RE47C;BS23B;1ER03401;10;48;F;10.9;16.4;12403.283;0.186;0.591;-0.617;0.246
2011;RE50;RE50;1ER03727;12;NA;NA;NA;NA;12347.864;0.22;0.549;-0.379;0.203
2011;RE50;RE50;1ER03726;12;NA;NA;NA;NA;10984.316;0.206;0.52;-0.393;0.285
2011;RE50;RE50;1ER03722;12;NA;NA;NA;NA;14808.863;0.219;0.533;-0.409;0.183
2011;RE50;RE50;1ER03724;12;NA;NA;NA;NA;10572.261;0.212;0.536;-0.427;0.227
2011;RE50;RE50;1ER03720;12;NA;NA;NA;NA;13376.316;0.217;0.793;-0.512;0.141
2011;RE50;RE50;1ER03721;12;NA;NA;NA;NA;12429.608;0.21;0.524;-0.434;0.253
2011;RE50;FK6D;1ER03723;12;NA;NA;NA;NA;10564.883;0.22;0.485;-0.333;0.272
2011;RE50;FK6D;1ER03725;12;NA;NA;NA;NA;11376.123;0.213;0.473;-0.38;0.285
2011;RE50;FK6D;1ER03728;12;NA;NA;NA;NA;10272.121;0.216;0.504;-0.36;0.281
2011;RE50;FK6D;1ER03730;12;NA;NA;NA;NA;12105.281;0.199;0.637;-0.504;0.258
2011;RE50;FK6D;1ER03729;12;NA;NA;NA;NA;11216.564;0.199;0.595;-0.461;0.288
2011;RE50;FK6D;1ER03719;12;NA;NA;NA;NA;13360.794;0.207;0.503;-0.413;0.277
2012;BS26;BS26;1ET42223;11;50;F;12.2;16.7;13892.516;0.2;0.502;-0.46;0.307
2012;BS26;BS26;1ET42222;11;50;M;11.8;17.2;12782.31;0.205;0.479;-0.438;0.322
2012;BS26;BS26;1ET42224;11;50;M;11.4;16.4;9889.401;0.187;0.494;-0.467;0.39
2012;BS26;BS26;1ET42221;11;50;F;11.4;16.4;13696.01;0.194;0.536;-0.471;0.335
2012;BS26;TU73B;1ET42227;11;50;M;12.1;17.4;11762.881;0.175;0.552;-0.552;0.339
2012;BS26;TU73B;1ET42228;11;50;F;11.1;17.3;9501.595;0.19;0.568;-0.485;0.34
2012;BS26;TU73B;1ET42225;11;50;F;11.2;16.4;9829.553;0.192;0.475;-0.468;0.342
2012;FA29;FA29;1ET42023;11;51;F;10.5;15.7;13042.021;0.217;0.563;-0.5;0.192
2012;FA29;FA29;1ET42024;11;51;M;11.1;17.1;14698.51;0.193;0.498;-0.605;0.229
2012;FA29;FA29;1ET42029;11;51;M;10.8;17.2;14726.92;0.197;0.491;-0.5;0.304
2012;FA29;FA29;1ET42027;11;51;M;11.5;15.8;13091.842;0.204;0.441;-0.51;0.249
2012;FA29;RE13;1ET42028;11;51;M;11.4;16.5;12354.148;0.21;0.481;-0.463;0.245
2012;FA29;RE13;1ET42020;11;51;M;11.7;16.2;12875.622;0.184;0.528;-0.529;0.311
2012;FA29;RE13;1ET42021;11;51;M;11.5;16.9;11634.112;0.187;0.531;-0.556;0.285
2012;FA29;RE13;1ET42022;11;51;M;11.3;16.3;11894.693;0.193;0.526;-0.482;0.312
2012;FA29;RE13;1ET42030;11;51;M;11.3;NA;11556.071;0.207;0.43;-0.44;0.275
2012;FA41;FA41;1ET42800;11;56;F;10.5;15.9;14640.787;0.212;0.534;-0.436;0.229
2012;FA41;FA41;1ET42804;11;56;F;11.8;17.2;8327.182;0.177;0.688;-0.676;0.268
2012;FA41;FA41;1ET42801;11;56;M;11.6;17.3;12606.44;0.197;0.46;-0.536;0.251
2012;FA41;FA41;1ET42803;11;56;F;12.3;16.8;9096.947;0.172;0.536;-0.565;0.335
2012;FA41;RE41D;1ET42805;11;56;M;10.8;17.2;14876.577;0.196;0.515;-0.509;0.278
2012;FA41;RE41D;1ET42810;11;56;F;8.9;16.7;12025.109;0.186;0.487;-0.499;0.349
2012;FA41;RE41D;1ET42807;11;56;M;10.5;17.1;9424.217;0.195;0.693;-0.606;0.195
2012;FA41;RE41D;1ET42806;11;56;M;9.3;16.1;12440.905;0.204;0.547;-0.481;0.253
2012;FA41;RE41D;1ET42802;11;56;F;10;16.1;15518.14;0.207;0.521;-0.488;0.225
2012;FA41;RE41D;1ET42808;11;56;F;10.8;16.2;12102.603;0.189;0.637;-0.619;0.229
2012;FA8;FA8;1ER02930;9;54;F;11.1;16.4;11755.598;0.2;0.55;-0.567;0.217
2012;FA8;FA8;1ER02940;9;54;F;10.8;16.4;12900.013;0.214;0.497;-0.366;0.296
2012;FA8;FA8;1ER02928;9;54;F;10.6;16.2;11714.706;0.214;0.48;-0.412;0.242
2012;FA8;FA8;1ER02926;9;54;NA;11.6;16.8;8841.363;0.204;0.592;-0.514;0.243
2012;FA8;FA36B;1ER02929;9;54;M;12.3;16.7;10992.977;0.182;0.479;-0.541;0.33
2012;FA8;FA36B;1ER02932;9;54;M;12.3;17.4;11553.664;0.201;0.514;-0.48;0.292
2012;FA8;FA36B;1ER02931;9;54;M;11.1;16.1;13545.561;0.2;0.466;-0.453;0.337
2012;FA8;FA36B;1ER02927;9;54;F;11.8;16.4;9243.582;0.198;0.58;-0.552;0.241
2012;FK1B;RO11;1ER02975;13;54;M;12.1;17.3;10310.831;0.212;0.54;-0.422;0.235
2012;FK1B;RO11;1ER02973;13;54;M;11.8;17.4;13622.123;0.203;0.498;-0.458;0.289
2012;FK1B;RO11;1ER02978;13;54;F;11.6;15.9;12383.985;0.215;0.534;-0.409;0.246
2012;FK1B;RO11;1ER02974;13;54;F;11.7;16.7;11636.541;0.187;0.443;-0.485;0.354
2012;FK1B;RO11;1ER02969;13;54;M;11.6;17.3;11376.541;0.215;0.483;-0.433;0.243
2012;FK1B;FK1B;1ER02979;13;54;M;10.4;17.2;8274.377;0.216;0.449;-0.382;0.293
2012;FK1B;FK1B;1ER02972;13;54;F;11.3;16.9;11881.759;0.206;0.453;-0.519;0.218
2012;FK1B;FK1B;1ER02977;13;54;M;11.7;16.7;13197.252;0.197;0.472;-0.468;0.322
2012;FK1B;FK1B;1ER02971;13;54;F;11.3;16.8;11254.817;0.216;0.539;-0.471;0.187
2012;FK1B;FK1B;1ER02976;13;54;F;11.1;16.9;11612.057;0.207;0.475;-0.41;0.307
2012;FK1B;RO11;1ER02970;13;54;F;10.5;16.2;10697.983;0.184;0.452;-0.487;0.358
2012;FKIII7;FKIII7;1ET41593;7;53;M;12.2;16.3;13281.799;0.195;0.515;-0.507;0.286
2012;FKIII7;FKIII7;1ET41594;7;53;M;12;17;14531.126;0.21;0.55;-0.46;0.23
2012;FKIII7;RM3;1ET41591;7;53;M;13.1;16.8;14242.082;0.202;0.485;-0.407;0.336
2012;FKIII7;RM3;1ET41592;7;53;M;11.9;16;13124.948;0.227;0.553;-0.31;0.243
2012;FKIII7;RM3;1ET41596;7;53;F;11.4;16;15596.21;0.222;0.665;-0.409;0.206
2012;FO35B;FO35B;1ET42743;12;55;NA;11.2;16.7;14338.77;0.176;0.441;-0.503;0.404
2012;FO35B;FO35B;1ET42747;12;55;NA;10.7;16.5;10924.573;0.191;0.474;-0.548;0.289
2012;FO35B;FO35B;1ET42746;12;55;M;10.6;16.4;15381.32;0.176;0.421;-0.518;0.392
2012;FO35B;FO35B;1ET42739;12;55;NA;10.9;16.1;12497.471;0.205;0.587;-0.524;0.228
2012;FO35B;FO35B;1ET42744;12;55;NA;11;16.1;12168.966;0.186;0.527;-0.555;0.297
2012;FO35B;FO53;1ET42742;12;55;NA;11.6;16.9;11001.565;0.179;0.494;-0.486;0.406
2012;FO35B;FO53;1ET42745;12;55;F;12.3;17.2;11176.008;0.197;0.527;-0.501;0.297
2012;FO35B;FO53;1ET42738;12;55;F;10.8;15.9;9368.759;0.188;0.561;-0.56;0.281
2012;FO35B;FO53;1ET42740;12;55;M;12.2;16.3;11508.762;0.187;0.474;-0.502;0.352
2012;FO35B;FO53;1ET42748;12;55;M;11.6;17.3;9037.29;0.182;0.531;-0.55;0.329
2012;FO35B;FO53;1ET42741;12;55;M;12.5;16.6;11623.808;0.186;0.489;-0.525;0.325
2012;FP48B;FP48B;1ET42831;12;56;M;11.5;17;12050.183;0.186;0.497;-0.494;0.343
2012;FP48B;FP48B;1ET42825;12;56;F;12.1;17.6;10847.344;0.194;0.557;-0.497;0.278
2012;FP48B;FP48B;1ET42830;12;56;F;11;16.2;9697.367;0.164;0.608;-0.59;0.335
2012;FP48B;FP48B;1ET42824;12;56;M;12;17.3;15415.009;0.206;0.488;-0.4;0.309
2012;FP48B;FP48B;1ET42826;12;56;F;10.3;16.6;11574.513;0.17;0.544;-0.596;0.306
2012;FP48B;BS61;1ET42832;12;56;F;12.2;16.3;9669.651;0.171;0.565;-0.55;0.35
2012;FP48B;BS61;1ET42828;12;56;F;12.3;17.5;8418.35;0.181;0.68;-0.566;0.294
2012;FP48B;BS61;1ET42829;12;56;M;12.3;16.8;10659.656;0.187;0.47;-0.497;0.352
2012;FP48B;BS61;1ET42834;12;56;M;11.8;17.2;12582.857;0.183;0.463;-0.481;0.385
2012;FP48B;BS61;1ET42833;12;56;M;12.2;16.8;10118.389;0.186;0.656;-0.593;0.257
2012;FP48B;;1ET42827;12;56;F;10.5;16.7;15695.065;0.201;0.498;-0.414;0.325
2012;GR53;GR53;1ET41450;8;52;F;11.4;16.2;11007.4;0.195;0.429;-0.476;0.327
2012;GR53;FK36;1ET41444;8;52;F;11.1;15.8;12570.691;0.195;0.537;-0.521;0.286
2012;GR53;FK36;1ET41448;8;52;F;10.7;16.5;11296.102;0.187;0.494;-0.507;0.347
2012;GR53;GR53;1ET41445;8;52;F;11.4;16.4;12800.182;0.196;0.554;-0.505;0.298
2012;GR53;GR53;1ET41443;8;52;M;12;16.1;11561.585;0.189;0.55;-0.52;0.327
2012;GR53;FK36;1ET41447;8;52;F;10;16.2;12206.796;0.193;0.5;-0.526;0.286
2012;GR53;GR53;1ET41449;8;52;M;NA;NA;15431.312;0.21;0.452;-0.41;0.313
2012;GR53;FK36;1ET41446;8;52;F;11.1;16.2;11824.744;0.18;0.549;-0.599;0.286
2012;KT14;KT14;1ET41469;9;52;F;10.3;16.3;12690.698;0.201;0.472;-0.458;0.31
2012;KT14;KT14;1ET41465;9;52;F;10.7;15.4;13001.396;0.198;0.411;-0.51;0.274
2012;KT14;KT14;1ET41464;9;52;M;11.8;17;10311.01;0.202;0.498;-0.527;0.235
2012;KT14;KT14;1ET41467;9;52;M;11.7;16.4;12306.393;0.198;0.511;-0.479;0.29
2012;KT14;KT14;1ET41470;9;52;F;11;16.3;12531.663;0.198;0.462;-0.465;0.299
2012;KT14;OJ100;1ET41468;9;52;F;11.1;17.1;12901.772;0.205;0.465;-0.421;0.308
2012;KT14;OJ100;1ET41471;9;52;M;11;17;11617.447;0.204;0.531;-0.488;0.257
2012;KT14;OJ100;1ET41463;9;52;F;10.7;16.3;10916.042;0.197;0.519;-0.45;0.313
2012;KT14;OJ100;1ET41466;9;52;F;10.8;17.4;12594.507;0.204;0.458;-0.456;0.282
2012;AN17;AN17;1ET42847;11;57;M;10.7;15.7;10049.46;0.186;0.637;-0.603;0.248
2012;AN17;AN17;1ET42852;11;57;M;11.3;16.4;10986.778;0.204;0.549;-0.458;0.283
2012;AN17;AN17;1ET42849;11;57;M;10.8;16.7;11646.743;0.173;0.56;-0.599;0.317
2012;AN17;AN17;1ET42851;11;57;M;10.8;16.7;10432.365;0.2;0.502;-0.471;0.289
2012;AN17;AN17;1ET42854;11;57;M;10.2;16.4;8691.428;0.178;0.449;-0.529;0.362
2012;AN17;AN17;1ET42848;11;57;M;11.7;16.8;10005.448;0.184;0.626;-0.553;0.3
2012;AN17;FO2C;1ET42845;11;57;F;9.8;17;10223.793;0.192;0.703;-0.593;0.231
2012;AN17;FO2C;1ET42855;11;57;F;9.8;15.8;12108.963;0.199;0.505;-0.49;0.295
2012;AN17;FO2C;1ET42846;11;57;F;10.7;17.1;12406.438;0.194;0.412;-0.499;0.296
2012;AN17;FO2C;1ET42850;11;57;F;10.1;NA;12278.093;0.196;0.434;-0.501;0.298
2012;AN17;FO2C;1ET42853;11;57;M;10.4;17.6;12562.765;0.192;0.461;-0.542;0.276
2012;AN28;AN28;1ET41584;12;53;M;12;16;10608.77;0.18;0.488;-0.519;0.374
2012;AN28;AN28;1ET41585;12;53;M;12.6;16.6;10999.393;0.194;0.488;-0.466;0.344
2012;AN28;AN28;1ET41588;12;53;F;11.3;16;10178.11;0.171;0.603;-0.583;0.328
2012;AN28;AN28;1ET41582;12;53;F;11.3;16.8;10226.574;0.175;0.515;-0.552;0.35
2012;AN28;AN28;1ET41583;12;53;M;12.1;16.5;13220.177;0.19;0.525;-0.512;0.316
2012;AN28;AN28;1ET41580;12;53;F;10.7;15.4;14282.334;0.202;0.45;-0.468;0.3
2012;AN28;BJ9;1ET41589;12;53;M;11.6;17.4;9939.823;0.185;0.546;-0.509;0.342
2012;AN28;BJ9;1ET41587;12;53;M;12.4;17.4;12122.039;0.174;0.573;-0.548;0.351
2012;AN28;BJ9;1ET41590;12;53;F;11.8;16.1;11712.115;0.161;0.534;-0.6;0.349
2012;AN28;BJ9;1ET41579;12;53;M;11.8;16.9;10890.557;0.201;0.445;-0.424;0.343
2012;AN28;BJ9;1ET41586;12;53;M;11.9;16.4;9902.207;0.176;0.57;-0.623;0.294
2012;AN28;BJ9;1ET41581;12;53;M;11.7;17.2;11446.077;0.197;0.514;-0.526;0.259
2012;BJ13;BJ28;1ET42052;10;52;M;10.4;15.8;14515.557;0.216;0.545;-0.453;0.198
2012;BJ13;BJ28;1ET42055;10;52;M;10.6;16.4;11053.139;0.193;0.443;-0.46;0.362
2012;BJ13;BJ28;1ET42053;10;52;F;9.9;15.6;11973.39;0.203;0.475;-0.422;0.316
2012;BJ13;BJ13;1ET42057;10;52;M;11.2;16.2;12125.977;0.218;0.469;-0.415;0.231
2012;BJ13;BJ13;1ET42051;10;52;M;12.5;17.5;14234.17;0.197;0.467;-0.469;0.307
2012;BJ13;BJ13;1ET42056;10;52;M;11.3;16.6;12235.671;0.193;0.473;-0.499;0.306
2012;BJ13;BJ28;1ET42054;10;52;F;10.4;15.5;10258.889;0.189;0.598;-0.479;0.336
2012;BJ13;BJ13;1ET42050;10;52;M;10.5;16.2;13361.249;0.2;0.466;-0.444;0.328
2012;BJ13;BJ28;1ET42058;10;52;F;9.6;15.9;11102.976;0.196;0.467;-0.431;0.344
2012;BJ13;BJ13;1ET42049;10;52;M;10.1;15.8;12928.198;0.192;0.466;-0.517;0.303
2012;BJ13B;BJ21;1ET42068;12;52;M;10.7;16.2;10384.964;0.204;0.459;-0.447;0.298
2012;BJ13B;BJ21;1ET42059;12;52;M;11;15.9;10977.811;0.199;0.442;-0.489;0.289
2012;BJ13B;BJ21;1ET42070;12;52;F;11.4;16.1;10455.128;0.189;0.445;-0.492;0.336
2012;BJ13B;BJ21;1ET42060;12;52;M;10.8;16.1;12361.026;0.192;0.464;-0.464;0.339
2012;BJ13B;BJ21;1ET42061;12;52;M;10.7;17.1;11534.128;0.204;0.487;-0.421;0.327
2012;BJ13B;BJ13B;1ET42069;12;52;F;11.5;16;11742.508;0.209;0.488;-0.437;0.248
2012;BJ13B;BJ13B;1ET42063;12;52;M;11.7;16.8;12438.163;0.201;0.49;-0.448;0.313
2012;BJ13B;BJ13B;1ET42062;12;52;M;10.4;15.7;11798.104;0.189;0.437;-0.464;0.368
2012;BJ13B;BJ13B;1ET42067;12;52;F;11.1;15.1;10033.894;0.202;0.486;-0.469;0.28
2012;BJ13B;BJ13B;1ET42064;12;52;F;10.5;15.7;11774.118;0.184;0.555;-0.524;0.311
2012;BJ4B;BJ4B;1ET42759;11;55;F;11.8;16.3;11816.438;0.207;0.443;-0.404;0.326
2012;BJ4B;BJ4B;1ET42764;11;55;F;11.3;16.5;10760.82;0.203;0.564;-0.551;0.217
2012;BJ4B;BJ4B;1ET42765;11;55;F;12.6;16.9;11038.712;0.193;0.658;-0.545;0.256
2012;BJ4B;BJ4B;1ET42766;11;55;F;11.9;16.8;11437.3;0.198;0.447;-0.453;0.328
2012;BJ4B;BJ4B;1ET42760;11;55;F;12.1;17.3;12504.076;0.217;0.48;-0.385;0.252
2012;BJ4B;BJ4B;1ET42761;11;55;F;11.1;16.2;12614.717;0.2;0.48;-0.471;0.287
2012;BJ4B;BJ24;1ET42768;11;55;M;12;17.3;11717.483;0.192;0.598;-0.594;0.24
2012;BJ4B;BJ24;1ET42767;11;55;F;11.2;16.4;11726.023;0.202;0.469;-0.463;0.297
2012;BJ4B;BJ24;1ET42762;11;55;F;11.7;16;10877.433;0.198;0.52;-0.52;0.268
2012;BJ4B;BJ24;1ET42763;11;55;F;11.4;15.4;14653.2;0.195;0.532;-0.475;0.318
2012;BJ4B;BJ24;1ET42769;11;55;F;11.7;16.9;11294.549;0.204;0.553;-0.487;0.244
2012;KT9;KT9;1ET42617;10;54;F;9.9;14.7;11607.807;0.184;0.475;-0.514;0.328
2012;KT9;KT9;1ET42618;10;54;M;12.1;16.5;12018.703;0.223;0.499;-0.396;0.209
2012;KT9;KT9;1ET42619;10;54;F;10.8;15.4;12305.807;0.2;0.524;-0.522;0.231
2012;KT9;KT9;1ET42616;10;54;F;11.2;15;12223.496;0.214;0.502;-0.439;0.236
2012;KT9;KT9;1ET42615;10;54;M;9.8;14.9;13948.835;0.2;0.411;-0.489;0.279
2012;KT9;OJ134;1ET42610;10;54;M;12.7;16.7;12719.457;0.206;0.459;-0.466;0.26
2012;KT9;OJ134;1ET42613;10;54;F;12.5;16.4;11836.205;0.211;0.471;-0.37;0.32
2012;KT9;OJ134;1ET42611;10;54;F;11.7;16.8;13145.91;0.216;0.539;-0.485;0.188
2012;KT9;OJ134;1ET42614;10;54;F;10.9;16.2;13179.582;0.213;0.527;-0.446;0.214
2012;KT9;OJ134;1ET42612;10;54;M;12.5;16.8;11908.807;0.207;0.469;-0.448;0.269
2012;OJ100;OJ100;1ET42274;10;52;F;NA;NA;12773.64;0.186;0.427;-0.522;0.329
2012;OJ202;OJ202;1ET42862;8;57;F;10.7;16.4;10304.967;0.206;0.688;-0.478;0.23
2012;OJ202;OJ131;1ET42863;8;57;NA;11.8;16.9;13966.926;0.197;0.485;-0.465;0.31
2012;OJ202;OJ131;1ET42859;8;57;F;10.9;16.8;11681.262;0.19;0.62;-0.513;0.289
2012;OJ202;OJ131;1ET42860;8;57;F;11.2;16.3;12463.702;0.202;0.648;-0.489;0.246
2012;OJ202;OJ131;1ET42861;8;57;F;10.9;16.2;13577.824;0.192;0.621;-0.579;0.233
2012;OL16;OL16;1ET42705;10;53;M;12.4;16.1;15457.399;0.198;0.395;-0.499;0.294
2012;OL16;OL16;1ET42704;10;53;M;12.2;17.2;10860.94;0.189;0.556;-0.515;0.315
2012;OL16;OL16;1ET42703;10;53;M;11.7;16.8;13171.535;0.168;0.525;-0.638;0.319
2012;OL16;OL16;1ET42702;10;53;M;12.3;16.8;15616.775;0.188;0.507;-0.605;0.265
2012;OL16;OL16;1ET42707;10;53;F;11.8;17;14415.318;0.211;0.51;-0.467;0.244
2012;OL16;OL10;1ET42700;10;53;F;12;16.9;14260.596;0.203;0.62;-0.528;0.237
2012;OL16;OL10;1ET42701;10;53;F;11;16.3;13133.532;0.183;0.591;-0.569;0.305
2012;OL16;OL10;1ET42708;10;53;M;11;17.1;12779.924;0.188;0.511;-0.515;0.328
2012;OL16;OL10;1ET42709;10;53;M;11.8;16.3;14220.564;0.178;0.449;-0.525;0.377
2012;OL16;OL10;1ET42706;10;53;NA;12.5;16.8;13808.324;0.215;0.627;-0.474;0.204
2012;OL5;OL5;1ET42114;12;50;M;11.4;17.4;12311.126;0.172;0.435;-0.56;0.367
2012;OL5;OL5;1ET42113;12;50;M;11.5;16.9;12946.003;0.191;0.498;-0.506;0.316
2012;OL5;OL5;1ET42123;12;50;M;11.5;17.5;12005.163;0.18;0.422;-0.521;0.363
2012;OL5;OL5;1ET42120;12;50;F;11.1;16.3;10206.025;0.184;0.53;-0.524;0.335
2012;OL5;OL5;1ET42117;12;50;M;11.8;17.4;12992.268;0.189;0.476;-0.568;0.272
2012;OL5;OL5;1ET42124;12;50;M;12.2;17.6;14189.171;0.2;0.431;-0.494;0.269
2012;OL5;RE3;1ET42116;12;50;F;11;17.1;10768.348;0.168;0.558;-0.646;0.309
2012;OL5;RE3;1ET42118;12;50;M;11.6;NA;10191.206;0.196;0.598;-0.513;0.273
2012;OL5;RE3;1ET42121;12;50;M;11.1;17.6;9188.991;0.193;0.506;-0.518;0.275
2012;OL5;RE3;1ET42122;12;50;F;11;16.9;13153.878;0.185;0.485;-0.486;0.363
2012;OL5;RE3;1ET42119;12;50;M;9.8;17.8;15357.997;0.185;0.441;-0.589;0.272
2012;RE48B;FA10;1ET42909;11;53;M;12.7;16.7;10686.215;0.167;0.481;-0.521;0.428
2012;RE48B;FA10;1ET42914;11;53;M;12.7;17.1;15026.442;0.198;0.489;-0.442;0.341
2012;RE48B;FA10;1ET42916;11;53;F;11.4;16.8;9948.167;0.184;0.673;-0.557;0.286
2012;RE48B;FA10;1ET42915;11;53;M;12.3;16.5;13499.037;0.201;0.67;-0.55;0.229
2012;RE48B;RE48B;1ET42911;11;53;M;11.5;16.6;15440.572;0.216;0.512;-0.452;0.216
2012;RE48B;RE48B;1ET42912;11;53;M;11.9;16.8;11196.949;0.216;0.477;-0.359;0.311
2012;RE48B;RE48B;1ET42908;11;53;M;11.9;16.9;12174.44;0.21;0.457;-0.399;0.321
2012;RE48B;RE48B;1ET42910;11;53;F;10.6;16.5;11053.827;0.187;0.64;-0.572;0.267
2012;RN11;RN11;1ET42652;10;55;M;11.2;17;12242.905;0.194;0.517;-0.563;0.263
2012;RN11;RN11;1ET42654;10;55;F;10.4;16.8;13714.888;0.194;0.558;-0.539;0.269
2012;RN11;RN11;1ET42651;10;55;NA;11.2;16.6;13256.458;0.211;0.57;-0.546;0.174
2012;RN11;RN11;1ET42653;10;55;F;9.9;16.2;12911.045;0.192;0.492;-0.539;0.288
2012;RN11;RN26;1ET42645;10;55;F;11.5;17;10359.88;0.187;0.644;-0.546;0.277
2012;RN11;RN26;1ET42647;10;55;F;11.7;16.6;10973.023;0.184;0.533;-0.541;0.312
2012;RN11;RN26;1ET42646;10;55;M;12.5;17.7;12904.338;0.181;0.526;-0.558;0.32
2012;RN11;RN26;1ET42650;10;55;M;12.3;17;13273.447;0.184;0.553;-0.589;0.276
2012;RN11;RN26;1ET42648;10;55;M;12;17.6;10613.659;0.197;0.444;-0.466;0.322
2012;RN18;RN18;1ER02963;11;54;F;10.7;17.4;11267.102;0.192;0.442;-0.478;0.334
2012;RN18;RN18;1ER02965;11;54;F;11.1;16.9;11033.029;0.182;0.436;-0.499;0.374
2012;RN18;RN18;1ER02960;11;54;F;9.8;16.5;10664.94;0.2;0.423;-0.436;0.353
2012;RN18;RN18;1ER02958;11;54;M;11.7;17.8;11055.868;0.174;0.464;-0.546;0.367
2012;RN18;RN18;1ER02961;11;54;M;10.6;17.4;12698.286;0.204;0.476;-0.53;0.228
2012;RN18;RN51;1ER02966;11;54;M;12.5;17.4;12589.427;0.192;0.489;-0.49;0.335
2012;RN18;RN51;1ER02962;11;54;M;10.9;16.9;11623.745;0.19;0.464;-0.482;0.333
2012;RO15C;RO1B;1ET42675;11;55;M;12.1;16.7;12065.517;0.197;0.448;-0.479;0.307
2012;RO15C;RO1B;1ET42677;11;55;F;11.8;16.8;13675.272;0.196;0.497;-0.511;0.28
2012;RO15C;RO1B;1ET42674;11;55;F;11.4;16.6;11414.811;0.193;0.549;-0.524;0.279
2012;RO15C;RO1B;1ET42678;11;55;F;11;16.8;10759.45;0.189;0.56;-0.548;0.283
2012;RO15C;RO15C;1ET42670;11;55;F;11.1;16.8;13229.86;0.196;0.58;-0.54;0.24
2012;RO15C;RO15C;1ET42671;11;55;F;10.8;16.8;12540.983;0.212;0.487;-0.37;0.304
2012;RO15C;RO15C;1ET42673;11;55;NA;10.6;16;13605.238;0.18;0.539;-0.555;0.307
2012;RO15C;RO15C;1ET42669;11;55;M;12;17.4;10608.402;0.193;0.532;-0.497;0.301
2012;RO15C;RO15C;1ET42676;11;55;F;10.9;17.1;14272.061;0.217;0.48;-0.371;0.259
2012;RO20C;TU36B;1ET41717;10;53;F;10.5;15.8;12227.406;0.203;0.53;-0.452;0.289
2012;RO20C;TU36B;1ET41716;10;53;M;11.2;16.7;12476.778;0.197;0.484;-0.401;0.378
2012;RO20C;TU36B;1ET41720;10;53;M;11.3;16.5;11944.929;0.195;0.642;-0.538;0.256
2012;RO20C;TU36B;1ET41714;10;53;F;11.2;16.6;11139.468;0.185;0.585;-0.535;0.311
2012;RO20C;RO20C;1ET41715;10;53;NA;12.8;16.7;8845.433;0.176;0.603;-0.579;0.327
2012;RO20C;RO20C;1ET41718;10;53;F;11.7;16.3;11988.436;0.19;0.576;-0.584;0.261
2012;RO20C;RO20C;1ET41721;10;53;M;11.8;16.6;12612.871;0.205;0.79;-0.601;0.168
2012;RO20C;RO20C;1ET41713;10;53;M;11.7;16.2;9546.661;0.158;0.579;-0.648;0.358
2012;RO20C;RO20C;1ET41719;10;53;F;12.1;16;11014.231;0.182;0.544;-0.544;0.328
