YEAR;BOX;BOX_OR;RING;BROOD_SIZE;OH;SEX;MASS_14;R_TARS_14;BRIGHTNESS;UV_CHROMA;H_THETA;H_PHI;R_ACHIEVED
2016;TUN118B;TUN118B;1EX28388;9;52;M;11.4;17.51;12755.187;0.191;0.446;-0.496;0.324
2016;TUN118B;TUN118B;1EX28390;9;52;M;11.1;16.98;15947.677;0.205;0.466;-0.451;0.278
2016;KT16A;KT16A;1EX28101;9;53;F;NA;16.77;10235.267;0.176;0.688;-0.615;0.27
2016;KT16A;KT16A;1EX28103;9;53;F;NA;17.3;12152.272;0.185;0.659;-0.564;0.265
2016;KT16A;KT16A;1EX28102;9;53;M;NA;18.07;10550.883;0.171;0.637;-0.564;0.334
2016;KT16A;KT16A;1EX28106;9;53;F;NA;17.32;11947.224;0.153;0.574;-0.598;0.378
2016;KT16A;KT16A;1EX28100;9;53;M;NA;17.78;10879.833;0.157;0.627;-0.631;0.334
2016;KT16A;KT16A;1EX28499;9;53;F;NA;17.52;12466.799;0.151;0.562;-0.614;0.366
2016;KT16A;KT16A;1EX28104;9;53;M;NA;18.46;12119.919;0.183;0.665;-0.564;0.275
2016;KT16A;KT16A;1EX28105;9;53;F;NA;17.17;11475.138;0.152;0.587;-0.587;0.389
2016;KT16A;KT16A;1EX28107;9;NA;M;NA;17.44;10999.121;0.149;0.587;-0.615;0.379
2016;RW31C;RW31C;1EX28493;9;53;NA;11.6;16.67;13708.932;0.18;0.562;-0.557;0.311
2016;RW31C;RW31C;1EX28497;9;53;NA;11.6;17.12;8603.814;0.177;0.694;-0.598;0.279
2016;RW31C;RW31C;1EX28491;9;53;NA;10.9;17.4;10265.944;0.161;0.589;-0.582;0.363
2016;RW31C;RW31C;1EX28495;9;53;NA;10.6;18.06;12801.158;0.181;0.577;-0.551;0.298
2016;RW31C;RW31C;1EX28492;9;53;NA;10.5;17.12;11853.182;0.164;0.56;-0.597;0.357
2016;RW31C;RW31C;1EX28496;9;53;NA;10.8;17.56;11148.488;0.156;0.593;-0.635;0.354
2016;RW31C;RW31C;1EX28494;9;53;NA;10.3;17.17;13109.958;0.164;0.583;-0.603;0.327
2016;RW31C;RW31C;1EX28498;9;53;NA;10.6;16.7;12112.469;0.191;0.659;-0.593;0.223
2016;RW16B;RW16B;1EX30217;12;54;F;NA;16.67;12331.003;0.207;0.495;-0.36;0.33
2016;RW16B;RW16B;1EX30220;12;54;NA;NA;17.12;15863.764;0.211;0.473;-0.351;0.324
2016;RW16B;RW16B;1EX30223;12;54;M;NA;17.38;11145.676;0.181;0.47;-0.482;0.377
2016;RW16B;RW16B;1EX30214;12;54;NA;NA;16.75;11142.771;0.201;0.492;-0.387;0.35
2016;RW16B;RW16B;1EX30216;12;54;M;NA;16.67;12737.014;0.211;0.487;-0.326;0.328
2016;RW16B;RW16B;1EX30219;12;54;NA;NA;17.63;14063.314;0.201;0.473;-0.379;0.364
2016;RW16B;RW16B;1EX30222;12;54;NA;NA;16.85;12803.485;0.208;0.489;-0.353;0.34
2016;RW16B;RW16B;1EX30215;12;54;NA;NA;17.6;11119.738;0.189;0.479;-0.43;0.378
2016;RW16B;RW16B;1EX30221;12;54;NA;NA;16.33;10067.569;0.222;0.507;-0.253;0.289
2016;RW16B;RW16B;1EX30218;12;54;NA;NA;17.08;14085.561;0.203;0.492;-0.39;0.342
2016;FP6B;FP6B;1EX28382;7;NA;F;10.7;16.85;13810.974;0.195;0.512;-0.459;0.325
2016;FP6B;FP6B;1EX28378;7;NA;F;10.6;17.37;17371.271;0.19;0.482;-0.459;0.375
2016;FP6B;FP6B;1EX28380;7;NA;M;11.6;17.94;15298.375;0.199;0.511;-0.498;0.283
2016;FP6B;FP6B;1EX28383;7;NA;M;10.9;16.8;16347.122;0.211;0.498;-0.435;0.245
2016;FP6B;FP6B;1EX28381;7;NA;M;11;17;14255.263;0.204;0.52;-0.469;0.275
2016;FP6B;FP6B;1EX28379;7;NA;M;11.1;17.66;12859.34;0.205;0.519;-0.465;0.28
2016;FP6B;FP6B;1EX28377;7;NA;M;11.2;17.1;14742.497;0.189;0.498;-0.529;0.301
2016;AN20A;AN20A;1EX28115;9;54;F;10.4;16.01;14950.346;0.185;0.445;-0.483;0.382
2016;AN20A;AN20A;1EX28116;9;54;F;11.1;15.88;14624.424;0.217;0.47;-0.407;0.235
2016;AN20A;AN20A;1EX28108;9;54;F;11.5;16.46;11636.786;0.2;0.471;-0.465;0.299
2016;AN20A;AN20A;1EX28110;9;54;F;11.3;16.32;11291.648;0.211;0.471;-0.415;0.278
2016;AN20A;AN20A;1EX28113;9;54;F;11.8;16.31;11166.643;0.201;0.471;-0.45;0.305
2016;AN20A;AN20A;1EX28111;9;54;M;12.2;17.51;11667.761;0.208;0.488;-0.459;0.27
2016;AN20A;AN20A;1EX28114;9;54;M;11.6;16.99;12817.857;0.204;0.473;-0.427;0.322
2016;AN20A;AN20A;1EX28109;9;54;F;11.5;16.08;12633.968;0.213;0.477;-0.382;0.29
2016;AN20A;AN20A;1EX28112;9;54;M;11.5;17.04;14493.537;0.189;0.45;-0.484;0.35
2016;GR61A;GR61A;1EX30229;7;54;M;11.8;16.95;11391.093;0.193;0.501;-0.47;0.331
2016;GR61A;GR61A;1EX30225;7;54;M;11.1;17.45;13348.094;0.218;0.523;-0.396;0.248
2016;GR61A;GR61A;1EX30227;7;54;F;10.8;16.63;11335.238;0.197;0.497;-0.462;0.321
2016;GR61A;GR61A;1EX30226;7;54;F;10.8;17.29;13589.36;0.199;0.481;-0.476;0.296
2016;GR61A;GR61A;1EX30228;7;54;F;11.2;17;12135.628;0.202;0.516;-0.423;0.317
2016;GR61A;GR61A;1EX30230;7;54;M;11.2;16.63;11354.717;0.22;0.554;-0.393;0.226
2016;FA6A;FA6A;1EX30240;10;55;M;11.2;17.25;14295.517;0.152;0.452;-0.57;0.41
2016;FA6A;FA6A;1EX30247;10;55;NA;11.6;17.35;9639.939;0.196;0.534;-0.454;0.322
2016;FA6A;FA6A;1EX30248;10;55;NA;11.1;17.34;9227.302;0.209;0.542;-0.415;0.276
2016;FA6A;FA6A;1EX30246;10;55;NA;10.6;17.2;12771.679;0.211;0.532;-0.398;0.262
2016;FA6A;FA6A;1EX30249;10;55;NA;10.2;16.41;10494.396;0.207;0.541;-0.408;0.282
2016;FA6A;FA6A;1EX30245;10;55;M;10.7;17.32;10443.132;0.19;0.498;-0.49;0.334
2016;FA6A;FA6A;1EX30241;10;55;M;11.2;17.22;12768.873;0.168;0.458;-0.503;0.432
2016;FA6A;FA6A;1EX30243;10;55;NA;11.5;17.64;12950.738;0.19;0.489;-0.448;0.377
2016;FA6A;FA6A;1EX30242;10;55;F;10.3;17.34;10701.145;0.208;0.553;-0.451;0.243
2016;FA6A;FA6A;1EX30244;10;55;M;10.1;16.83;14991.343;0.217;0.475;-0.311;0.299
2016;FA30A;FA30A;1EX30236;11;55;NA;9.8;16.53;18439.225;0.214;0.499;-0.341;0.297
2016;FA30A;FA30A;1EX30231;11;55;NA;9.5;16.63;10621.538;0.2;0.481;-0.404;0.35
2016;FA30A;FA30A;1EX30233;11;55;NA;10.3;17.15;14963.977;0.214;0.501;-0.34;0.312
2016;FA30A;FA30A;1EX30239;11;55;NA;9.8;16.62;12784.805;0.208;0.49;-0.373;0.324
2016;FA30A;FA30A;1EX30238;11;55;F;9.9;16.41;20058.114;0.207;0.48;-0.365;0.339
2016;FA30A;FA30A;1EX30234;11;55;NA;9.8;16.02;18572.287;0.197;0.454;-0.413;0.362
2016;FA30A;FA30A;1EX30237;11;55;NA;10.3;17.07;17815.077;0.185;0.469;-0.455;0.386
2016;FA30A;FA30A;1EX30235;11;55;NA;9.6;16.44;13817.916;0.19;0.491;-0.444;0.364
2016;FA30A;FA30A;1EX30232;11;55;NA;9.7;16.61;13221.621;0.192;0.463;-0.439;0.354
2016;RON23B;RON23B;1EX28188;7;55;M;12.2;17.88;10737.031;0.199;0.566;-0.459;0.297
2016;RON23B;RON23B;1EX28190;7;55;NA;13.1;16.98;10248.849;0.186;0.512;-0.463;0.375
2016;RON23B;RON23B;1EX28185;7;55;NA;12.2;16.84;15540.113;0.188;0.497;-0.501;0.326
2016;RON23B;RON23B;1EX28186;7;55;NA;12.4;17.33;16903.085;0.186;0.487;-0.532;0.305
2016;RON23B;RON23B;1EX28189;7;55;F;11.7;17.14;15052.862;0.182;0.477;-0.496;0.356
2016;RON23B;RON23B;1EX28187;7;55;F;12.5;17.35;12897.427;0.209;0.53;-0.437;0.264
2016;RON23B;RON23B;1EX28191;7;55;NA;12.6;17.29;12883.069;0.198;0.493;-0.457;0.323
2016;RW33A;RW33A;1EX28508;11;56;M;8.9;16.15;14577.123;0.223;0.464;-0.362;0.234
2016;RW33A;RW33A;1EX28509;11;56;M;11;16.49;15383.669;0.215;0.46;-0.353;0.308
2016;RW33A;RW33A;1EX28500;11;56;F;10.7;16.64;16098.967;0.215;0.464;-0.354;0.288
2016;RW33A;RW33A;1EX28506;11;56;M;11.4;17.15;14946.459;0.217;0.464;-0.351;0.298
2016;RW33A;RW33A;1EX28503;11;56;M;10.7;16.84;16768.432;0.217;0.445;-0.401;0.26
2016;RW33A;RW33A;1EX28501;11;56;F;10.5;16.5;16795.088;0.217;0.462;-0.331;0.312
2016;RW33A;RW33A;1EX28504;11;56;M;11.9;17.16;15059.786;0.215;0.454;-0.37;0.294
2016;RW33A;RW33A;1EX28502;11;56;M;11.2;16.94;15426.502;0.216;0.46;-0.387;0.267
2016;RW33A;RW33A;1EX28507;11;56;M;12;17.35;14435.437;0.205;0.495;-0.419;0.32
2016;RW33A;RW33A;1EX29011;11;NA;F;6.5;15.02;15431.012;0.218;0.448;-0.439;0.209
2016;SK30A;SK30A;1EX28512;8;56;F;10.2;16.69;17714.577;0.193;0.448;-0.444;0.34
2016;SK30A;SK30A;1EX28515;8;56;F;10.2;16.69;16534.706;0.193;0.459;-0.436;0.352
2016;SK30A;SK30A;1EX28516;8;56;M;11.1;17.63;16860.873;0.204;0.48;-0.417;0.306
2016;SK30A;SK30A;1EX28517;8;56;F;11;16.51;14493.818;0.212;0.484;-0.378;0.283
2016;SK30A;SK30A;1EX28513;8;56;F;10.3;16.68;13633.148;0.206;0.466;-0.388;0.317
2016;SK30A;SK30A;1EX28514;8;56;M;10.9;16.73;17979.091;0.2;0.457;-0.423;0.338
2016;SK30A;SK30A;1EX28511;8;56;F;10.2;16.9;14726.087;0.21;0.475;-0.381;0.299
2016;SK30A;SK30A;1EX28510;8;56;M;10.5;17.5;13641.798;0.214;0.499;-0.453;0.219
2016;REG4A;REG4A;1EX30330;7;NA;NA;NA;NA;14316.45;0.167;0.493;-0.575;0.348
2016;REG4A;REG4A;1EX30331;7;NA;NA;NA;NA;14580.583;0.179;0.526;-0.541;0.326
2016;REG4A;REG4A;1EX30332;7;NA;NA;NA;NA;14555.122;0.188;0.488;-0.467;0.379
2016;REG4A;REG4A;1EX30333;7;NA;NA;NA;NA;15989.385;0.192;0.419;-0.431;0.415
2016;REG4A;REG4A;1EX30334;7;NA;NA;NA;NA;18388.113;0.193;0.414;-0.408;0.436
2016;REG4A;REG4A;1EX30335;7;NA;NA;NA;NA;12886.93;0.196;0.46;-0.425;0.38
2016;REG4A;REG4A;1EX30336;7;NA;NA;NA;NA;15234.679;0.192;0.435;-0.414;0.426
2016;RO30A;RO30A;1EX30470;13;NA;M;NA;NA;12285.96;0.208;0.505;-0.378;0.358
2016;FO30A;FO30A;1EX28354;13;NA;NA;12.1;17.78;14859.085;0.22;0.464;-0.294;0.338
2016;FO30A;FO30A;1EX28355;13;NA;NA;12.3;18.1;12776.425;0.21;0.44;-0.387;0.327
2016;FO30A;FO30A;1EX28356;13;NA;NA;11.1;17.51;16305.704;0.201;0.457;-0.35;0.413
2016;FO30A;FO30A;1EX28357;13;NA;NA;12.3;17.34;17406.729;0.2;0.444;-0.418;0.353
2016;AN3C;AN3C;1EX28128;8;NA;M;11.1;17.94;15442.193;0.217;0.522;-0.361;0.292
2016;AN3C;AN3C;1EX28129;8;NA;M;10.8;16.64;14914.832;0.217;0.563;-0.4;0.265
2016;AN3C;AN3C;1EX28130;8;NA;M;11.4;17.55;16200.507;0.222;0.489;-0.314;0.308
2016;AN3C;AN3C;1EX28131;8;NA;F;10.7;16.72;14818.927;0.219;0.507;-0.327;0.309
2016;AN3C;AN3C;1EX28132;8;NA;M;10.7;17.14;15025.682;0.204;0.554;-0.445;0.304
2016;AN3C;AN3C;1EX28133;8;NA;M;11.7;17.34;13539.588;0.217;0.484;-0.335;0.33
2016;AN3C;AN3C;1EX28134;8;NA;F;9.8;16.32;17351.038;0.2;0.488;-0.405;0.379
2016;AN3C;AN3C;1EX28135;8;NA;M;10.7;17.04;16988.89;0.207;0.481;-0.378;0.358
2016;FA12A;FA12A;1EX28481;10;NA;M;10.8;16.35;12586.25;0.18;0.47;-0.561;0.324
2016;FA12A;FA12A;1EX28482;10;NA;M;11;15.6;11559.86;0.178;0.53;-0.598;0.295
2016;FA12A;FA12A;1EX28484;10;NA;F;10.8;15.61;14112.984;0.178;0.5;-0.522;0.351
2016;FA12A;FA12A;1EX28485;10;NA;M;11.6;17.19;13283.497;0.201;0.487;-0.487;0.281
2016;FA12A;FA12A;1EX28486;10;NA;F;10.7;16.13;14672.71;0.222;0.568;-0.448;0.168
2016;FA12A;FA12A;1EX28487;10;NA;M;10;15.63;11076.845;0.178;0.575;-0.649;0.266
2016;FA12A;FA12A;1EX28488;10;NA;F;10.7;16.41;11879.103;0.173;0.564;-0.585;0.3
2016;FA12A;FA12A;1EX28489;10;NA;F;10.8;16.09;10852.734;0.181;0.607;-0.57;0.28
2016;FA12A;FA12A;1EX28490;10;NA;M;11;16.41;11249.161;0.178;0.614;-0.615;0.265
2016;FK14C;FK14C;1EX30265;11;56;F;10.5;16.32;13165.808;0.191;0.552;-0.478;0.316
2016;FK14C;FK14C;1EX30264;11;56;M;11.6;17.25;12275.881;0.189;0.559;-0.469;0.347
2016;FK14C;FK14C;1EX30262;11;56;M;11.6;17.06;14989.086;0.18;0.531;-0.453;0.418
2016;FK14C;FK14C;1EX30263;11;56;F;11.3;17.49;14100.847;0.2;0.583;-0.453;0.281
2016;FK14C;FK14C;1EX30268;11;56;F;10.3;17.28;14244.256;0.19;0.541;-0.473;0.332
2016;FK14C;FK14C;1EX30260;11;56;M;10.6;16.23;14961.036;0.185;0.542;-0.46;0.36
2016;FK14C;FK14C;1EX30267;11;56;F;10.5;16.39;10267.679;0.187;0.603;-0.531;0.29
2016;FK14C;FK14C;1EX30269;11;56;F;10.8;16.83;11801.376;0.172;0.552;-0.498;0.395
2016;FK14C;FK14C;1EX30266;11;56;F;10.2;16.87;15895.957;0.184;0.538;-0.481;0.346
2016;FK14C;FK14C;1EX30261;11;56;F;11.3;16.75;12368.681;0.176;0.545;-0.512;0.357
2016;TU180A;TU180A;1EX30258;9;56;NA;10.7;16.96;12308.627;0.163;0.54;-0.605;0.333
2016;TU180A;TU180A;1EX30251;9;56;NA;9.5;16.44;12351.037;0.162;0.544;-0.551;0.397
2016;TU180A;TU180A;1EX30252;9;56;NA;10.6;16.91;11578.732;0.174;0.573;-0.563;0.33
2016;TU180A;TU180A;1EX30255;9;56;NA;11.3;16.12;11491.587;0.193;0.638;-0.57;0.227
2016;TU180A;TU180A;1EX30250;9;56;NA;9.2;16.77;14344.511;0.159;0.515;-0.586;0.371
2016;TU180A;TU180A;1EX30254;9;56;NA;10;16.81;11960.917;0.171;0.577;-0.61;0.295
2016;TU180A;TU180A;1EX30253;9;56;NA;10;16.57;13627.032;0.185;0.57;-0.537;0.299
2016;TU180A;TU180A;1EX30256;9;56;NA;8.7;16.94;13295.961;0.164;0.54;-0.588;0.342
2016;TU180A;TU180A;1EX30257;9;56;NA;8.7;16.31;11710.721;0.181;0.591;-0.579;0.285
2016;PS3A;PS3A;1EX28518;10;NA;M;11.6;17.63;16139.104;0.203;0.559;-0.52;0.231
2016;PS3A;PS3A;1EX28519;10;NA;M;11.3;17.27;9453.993;0.207;0.706;-0.507;0.217
2016;PS3A;PS3A;1EX28520;10;NA;F;10.7;16.54;15033.84;0.185;0.566;-0.568;0.26
2016;PS3A;PS3A;1EX28521;10;NA;F;11.4;17.03;12691.384;0.224;0.493;-0.285;0.239
2016;PS3A;PS3A;1EX28522;10;NA;M;11.1;16.98;12755.83;0.207;0.478;-0.4;0.281
2016;PS3A;PS3A;1EX28523;10;NA;F;11.2;16.76;11636.525;0.211;0.494;-0.407;0.263
2016;PS3A;PS3A;1EX28524;10;NA;F;10.4;17.02;13769.638;0.212;0.481;-0.39;0.265
2016;PS3A;PS3A;1EX28525;10;NA;F;10.7;16.68;11650.16;0.225;0.508;-0.329;0.211
2016;PS3A;PS3A;1EX28526;10;NA;M;11.6;17.83;10562.681;0.2;0.47;-0.42;0.344
2016;FO62A;FO62A;1EX30287;14;NA;F;11.2;16.87;11893.875;0.209;0.511;-0.401;0.294
2016;FO62A;FO62A;1EX30288;14;NA;M;10.9;17.41;14524.071;0.209;0.501;-0.447;0.258
2016;FO62A;FO62A;1EX30289;14;NA;M;11.5;17.01;13193.692;0.201;0.497;-0.442;0.326
2016;FO62A;FO62A;1EX30290;14;NA;M;11.1;16.8;11830.813;0.215;0.523;-0.399;0.28
2016;FO62A;FO62A;1EX30291;14;NA;M;12;17.14;12236.227;0.205;0.515;-0.483;0.266
2016;FO62A;FO62A;1EX30292;14;NA;M;11.7;17.84;14711.241;0.198;0.484;-0.51;0.281
2016;FO62A;FO62A;1EX30293;14;NA;F;11;17.15;11028.486;0.221;0.565;-0.377;0.251
2016;FO62A;FO62A;1EX30294;14;NA;F;10.4;16.8;15376.413;0.197;0.462;-0.477;0.298
2016;FO62A;FO62A;1EX30295;14;NA;F;10.9;16.66;14778.502;0.224;0.503;-0.346;0.221
2016;FO62A;FO62A;1EX30296;14;NA;F;10.7;17.17;15872.384;0.193;0.45;-0.468;0.334
2016;FO62A;FO62A;1EX30297;14;NA;M;11.1;16.92;14371.201;0.217;0.471;-0.329;0.327
2016;FO62A;FO62A;1EX30298;14;NA;M;12;17.16;16599.73;0.219;0.481;-0.369;0.278
2016;FO62A;FO62A;1EX30299;14;NA;F;9.7;16.38;14906.592;0.238;0.516;-0.207;0.222
2016;FO62A;FO62A;1EX29000;14;NA;F;8.7;15.79;13154.924;0.21;0.479;-0.401;0.311
2016;TU26A;TU26A;1EX29001;9;NA;F;10.5;16.65;9994.752;0.208;0.468;-0.432;0.29
2016;TU26A;TU26A;1EX29002;9;NA;F;10.5;16.29;11590.088;0.211;0.465;-0.446;0.254
2016;TU26A;TU26A;1EX29003;9;NA;M;11.1;17.53;14307.64;0.213;0.453;-0.359;0.342
2016;TU26A;TU26A;1EX29004;9;NA;F;10.9;16.69;14321.479;0.216;0.47;-0.366;0.263
2016;TU26A;TU26A;1EX29005;9;NA;F;11;16.6;12255.596;0.214;0.481;-0.395;0.268
2016;TU26A;TU26A;1EX29006;9;NA;F;10.3;15.85;10321.731;0.21;0.489;-0.451;0.246
2016;TU26A;TU26A;1EX29007;9;NA;M;11.3;16.68;13352.33;0.196;0.472;-0.429;0.366
2016;TU26A;TU26A;1EX29008;9;NA;F;10.8;16.36;14594.643;0.184;0.449;-0.533;0.326
2016;TU26A;TU26A;1EX29009;9;NA;M;10;16.14;12110.686;0.185;0.469;-0.51;0.352
2016;FON113A;FON113A;1EX30270;9;NA;F;11.8;16.65;14635.219;0.229;0.482;-0.226;0.324
2016;FON113A;FON113A;1EX30271;9;NA;F;10.7;16.34;17627.698;0.203;0.44;-0.428;0.333
2016;FON113A;FON113A;1EX30272;9;NA;M;11.6;17.3;14350.05;0.217;0.49;-0.388;0.269
2016;FON113A;FON113A;1EX30273;9;NA;F;11.1;16.67;16524.913;0.215;0.497;-0.343;0.328
2016;FON113A;FON113A;1EX30274;9;NA;F;11.4;16.66;14766.361;0.219;0.506;-0.33;0.324
2016;FON113A;FON113A;1EX30275;9;NA;F;12;16.16;14650.671;0.211;0.498;-0.339;0.375
2016;FON113A;FON113A;1EX30276;9;NA;F;11.4;16.8;14144.058;0.227;0.551;-0.316;0.242
2016;FON113A;FON113A;1EX30277;9;NA;F;11.1;16.7;15793.907;0.194;0.481;-0.43;0.392
2016;FON113A;FON113A;1EX30278;9;NA;F;11.8;17.21;15315.351;0.202;0.497;-0.403;0.364
2016;FON120A;FON120A;1EX30283;6;NA;M;12.2;17.68;13974.86;0.202;0.455;-0.441;0.327
2016;FON120A;FON120A;1EX30279;6;NA;F;11.3;16.01;16550.681;0.215;0.524;-0.385;0.284
2016;FON120A;FON120A;1EX30280;6;NA;M;11.1;16.44;15685.429;0.211;0.523;-0.386;0.322
2016;FON120A;FON120A;1EX30281;6;NA;F;10.8;17.18;13240.435;0.194;0.481;-0.543;0.258
2016;FON120A;FON120A;1EX30282;6;NA;M;10.8;17;16244.194;0.226;0.458;-0.338;0.241
2016;FON120A;FON120A;1EX30284;6;NA;F;11.8;16.63;13789.674;0.214;0.478;-0.362;0.315
2016;FA39A;FA39A;1EX29013;10;NA;NA;11.3;16.65;14754.328;0.186;0.461;-0.472;0.372
2016;FA39A;FA39A;1EX29014;10;NA;NA;10.4;16.32;16373.451;0.207;0.492;-0.4;0.313
2016;FA39A;FA39A;1EX29015;10;NA;NA;11;17.23;15824.409;0.209;0.498;-0.498;0.225
2016;FA39A;FA39A;1EX29016;10;NA;NA;11.1;16.8;12395.317;0.198;0.51;-0.478;0.307
2016;FA39A;FA39A;1EX29017;10;NA;NA;11.2;17.26;11809.032;0.212;0.57;-0.418;0.252
2016;FA39A;FA39A;1EX29018;10;NA;NA;10.6;16.93;15268.572;0.203;0.518;-0.504;0.252
2016;FA39A;FA39A;1EX29019;10;NA;NA;10.2;17.14;14367.94;0.197;0.503;-0.461;0.329
2016;FA39A;FA39A;1EX29020;10;NA;NA;11.6;17.05;14788.661;0.212;0.561;-0.457;0.225
2016;FA39A;FA39A;1EX29021;10;NA;NA;11.4;17.02;15203.018;0.198;0.516;-0.459;0.313
2016;FA39A;FA39A;1EX29022;10;NA;NA;9.7;16.66;16423.486;0.199;0.513;-0.472;0.288
2016;OJ101A;OJ101A;1EX29131;5;NA;NA;11.1;16.67;13376.924;0.19;0.587;-0.545;0.265
2016;OJ101A;OJ101A;1EX29132;5;NA;NA;11.7;16.99;14725.011;0.172;0.526;-0.549;0.344
2016;OJ101A;OJ101A;1EX29130;5;NA;NA;11.7;15.88;13958.101;0.147;0.521;-0.645;0.367
2016;OJ101A;OJ101A;1EX29134;5;NA;NA;11.1;16.11;12722.009;0.176;0.564;-0.575;0.298
2015;SK34A;SK34A;1ET97938;4;56;F;9.55;15.1;15801.195;0.197;0.495;-0.437;0.354
2015;SK34A;SK34A;1EX15835;4;56;M;11.69;17.27;12267.406;0.191;0.515;-0.488;0.361
2015;SK34A;SK34A;1EX15837;4;56;F;10.49;17.6;12149.14;0.189;0.523;-0.506;0.345
2015;TU100A;TU100A;1EX14216;8;61;M;10.89;15.2;14013.539;0.211;0.477;-0.404;0.283
2015;TU100A;TU100A;1EX14217;8;61;M;10.62;15.02;15309.183;0.202;0.456;-0.419;0.316
2015;TU100A;TU100A;1EX14218;8;61;F;11.26;15.91;15366.174;0.229;0.491;-0.321;0.185
2015;TU100A;TU100A;1EX14219;8;61;M;11.29;18.5;12646.356;0.185;0.477;-0.581;0.274
2015;TU100A;TU100A;1EX14220;8;61;F;10.85;16.32;16144.566;0.199;0.48;-0.458;0.294
2015;TU100A;TU100A;1EX14221;8;61;M;11.2;16.45;13476.144;0.205;0.492;-0.438;0.283
2015;TU100A;TU100A;1EX14222;8;61;F;11.45;16.15;15160.463;0.215;0.462;-0.375;0.261
2015;TU100A;TU100A;1EX14223;8;61;F;10.3;15.44;13523.244;0.228;0.51;-0.301;0.212
2015;TU182A;TU182A;1EX15967;10;55;M;10.29;17.25;14475.622;0.223;0.494;-0.295;0.286
2015;TU182A;TU182A;1EX15968;10;55;M;7.54;16.06;13654.436;0.203;0.602;-0.502;0.235
2015;TU182A;TU182A;1EX15969;10;55;F;10.14;16.28;16148.353;0.222;0.49;-0.304;0.267
2015;TU182A;TU182A;1EX15970;10;55;F;10.3;16.58;14690.071;0.221;0.507;-0.31;0.267
2015;TU182A;TU182A;1EX15971;10;55;M;9.47;16.73;14258.695;0.187;0.565;-0.532;0.301
2015;TU182A;TU182A;1EX15972;10;55;M;9.61;16.78;11964.606;0.212;0.694;-0.491;0.19
2015;TU182A;TU182A;1EX15973;10;55;M;NA;16.47;13567.565;0.198;0.563;-0.481;0.294
2015;TU182A;TU182A;1EX15974;10;55;F;9.52;15.5;11307.394;0.227;0.517;-0.247;0.297
2015;TU182A;TU182A;1EX15975;10;55;M;11.57;17.2;13095.638;0.211;0.612;-0.409;0.266
2015;FK06A;FK06A;1EX14377;9;58;M;11.6;17.4;14049.835;0.194;0.524;-0.541;0.26
2015;FK06A;FK06A;1EX14376;9;58;M;12.2;17.6;14464.475;0.206;0.534;-0.51;0.216
2015;FK06A;FK06A;1EX14378;9;58;F;11.9;16.8;13174.657;0.22;0.545;-0.413;0.2
2015;FK06A;FK06A;1EX14374;9;58;F;12.7;16.5;19339.047;0.202;0.488;-0.535;0.218
2015;FK06A;FK06A;1EX14381;9;58;M;12.1;17.3;13823.914;0.194;0.561;-0.583;0.221
2015;FK06A;FK06A;1EX14382;9;58;F;11.8;17.3;18040.123;0.202;0.495;-0.501;0.241
2015;FK06A;FK06A;1EX14380;9;58;M;11.8;17.2;13073.422;0.205;0.59;-0.512;0.22
2015;FK06A;FK06A;1EX14375;9;58;M;11.7;17.1;18853.555;0.205;0.454;-0.619;0.168
2015;FA18;FA18;1EX14543;11;58;M;11.4;17.1;12612.786;0.2;0.568;-0.511;0.245
2015;FA18;FA18;1EX14540;11;58;M;11.2;16.9;16363.341;0.207;0.501;-0.516;0.209
2015;FA18;FA18;1EX14536;11;58;F;10.1;16;17751.501;0.204;0.451;-0.462;0.27
2015;FA18;FA18;1EX14539;11;58;F;11;16.6;11731.153;0.204;0.632;-0.51;0.222
2015;FA18;FA18;1EX14537;11;58;F;10.4;16.7;16780.387;0.216;0.5;-0.402;0.245
2015;FA18;FA18;1EX14538;11;58;M;11.2;17;15371.63;0.199;0.492;-0.53;0.243
2015;FA18;FA18;1EX14545;11;58;M;11.3;16.7;15656.639;0.199;0.48;-0.495;0.273
2015;FA18;FA18;1EX14542;11;58;F;10.3;16.3;14428.607;0.205;0.561;-0.52;0.208
2015;FA18;FA18;1EX14544;11;58;M;11.1;17.3;16451.73;0.199;0.473;-0.502;0.267
2015;FA18;FA18;1EX14541;11;58;M;11.3;16.9;14950.047;0.198;0.575;-0.544;0.227
2015;FA18;FA18;1EX14535;11;58;F;10.4;16.2;13749.413;0.194;0.543;-0.575;0.229
2015;FP06A;FP06A;1EX14372;5;57;M;10.9;17.2;16218.864;0.204;0.498;-0.496;0.247
2015;FP06A;FP06A;1EX14371;5;57;F;10.4;17.2;15123.54;0.234;0.502;-0.239;0.205
2015;FP06A;FP06A;1EX14373;5;57;M;11.5;17.3;17750.011;0.22;0.482;-0.418;0.201
2015;FA36;FA36;1EX14548;11;61;M;11.5;17.3;18815.932;0.208;0.435;-0.45;0.268
2015;FA36;FA36;1EX14550;11;61;F;11.3;16.6;15097.32;0.205;0.546;-0.467;0.258
2015;FA36;FA36;1EX14549;11;61;F;11.5;17;18512.759;0.222;0.509;-0.39;0.211
2015;FA36;FA36;1EX14547;11;61;M;12.5;16.8;15175.31;0.214;0.624;-0.463;0.188
2015;FA36;FA36;1EX14551;11;61;F;11.1;16.1;15187.132;0.208;0.691;-0.584;0.155
